replicate,scenario,event,interval,event_time,time_start,time_end,from,to,branch_from,branch_to,n_jumps,magnitude
401,branch_reorganization,branch_transition,5,0.3333333333333333,0.2777777777777778,0.3333333333333333,0.0,1.0,,,,
401,branch_reorganization,branch_transition,12,0.7222222222222222,0.6666666666666666,0.7222222222222222,1.0,0.0,,,,
401,branch_reorganization,branch_transition,14,0.8333333333333333,0.7777777777777777,0.8333333333333333,0.0,1.0,,,,
401,branch_reorganization,branch_transition,5,0.3333333333333333,,,,,0.0,1.0,,
401,branch_reorganization,branch_transition,12,0.7222222222222222,,,,,1.0,0.0,,
401,branch_reorganization,branch_transition,14,0.8333333333333333,,,,,0.0,1.0,,
407,branch_reorganization,branch_transition,1,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.0,1.0,,,,
407,branch_reorganization,branch_transition,9,0.5555555555555556,0.5,0.5555555555555556,1.0,0.0,,,,
407,branch_reorganization,branch_transition,1,0.1111111111111111,,,,,0.0,1.0,,
407,branch_reorganization,branch_transition,9,0.5555555555555556,,,,,1.0,0.0,,
410,branch_reorganization,branch_transition,10,0.611111111111111,0.5555555555555556,0.611111111111111,0.0,1.0,,,,
410,branch_reorganization,branch_transition,10,0.611111111111111,,,,,0.0,1.0,,
413,branch_reorganization,branch_transition,9,0.5555555555555556,0.5,0.5555555555555556,0.0,1.0,,,,
413,branch_reorganization,branch_transition,9,0.5555555555555556,,,,,0.0,1.0,,
415,jump,jump,1,0.1111111111111111,0.05555555555555555,0.1111111111111111,,,,,1.0,0.29011174237377746
416,branch_reorganization,branch_transition,6,0.38888888888888884,0.3333333333333333,0.38888888888888884,0.0,1.0,,,,
416,branch_reorganization,branch_transition,6,0.38888888888888884,,,,,0.0,1.0,,
419,branch_reorganization,branch_transition,17,1.0,0.9444444444444444,1.0,0.0,1.0,,,,
419,branch_reorganization,branch_transition,17,1.0,,,,,0.0,1.0,,
425,branch_reorganization,branch_transition,10,0.611111111111111,0.5555555555555556,0.611111111111111,0.0,1.0,,,,
425,branch_reorganization,branch_transition,12,0.7222222222222222,0.6666666666666666,0.7222222222222222,1.0,0.0,,,,
425,branch_reorganization,branch_transition,17,1.0,0.9444444444444444,1.0,0.0,1.0,,,,
425,branch_reorganization,branch_transition,10,0.611111111111111,,,,,0.0,1.0,,
425,branch_reorganization,branch_transition,12,0.7222222222222222,,,,,1.0,0.0,,
425,branch_reorganization,branch_transition,17,1.0,,,,,0.0,1.0,,
428,branch_reorganization,branch_transition,8,0.5,0.4444444444444444,0.5,0.0,1.0,,,,
428,branch_reorganization,branch_transition,8,0.5,,,,,0.0,1.0,,
431,branch_reorganization,branch_transition,11,0.6666666666666666,0.611111111111111,0.6666666666666666,0.0,1.0,,,,
431,branch_reorganization,branch_transition,11,0.6666666666666666,,,,,0.0,1.0,,
443,branch_reorganization,branch_transition,5,0.3333333333333333,0.2777777777777778,0.3333333333333333,0.0,1.0,,,,
443,branch_reorganization,branch_transition,9,0.5555555555555556,0.5,0.5555555555555556,1.0,0.0,,,,
443,branch_reorganization,branch_transition,5,0.3333333333333333,,,,,0.0,1.0,,
443,branch_reorganization,branch_transition,9,0.5555555555555556,,,,,1.0,0.0,,
464,branch_reorganization,branch_transition,0,0.05555555555555555,0.0,0.05555555555555555,0.0,1.0,,,,
464,branch_reorganization,branch_transition,0,0.05555555555555555,,,,,0.0,1.0,,
467,branch_reorganization,branch_transition,5,0.3333333333333333,0.2777777777777778,0.3333333333333333,0.0,1.0,,,,
467,branch_reorganization,branch_transition,5,0.3333333333333333,,,,,0.0,1.0,,
473,branch_reorganization,branch_transition,1,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.0,1.0,,,,
473,branch_reorganization,branch_transition,8,0.5,0.4444444444444444,0.5,1.0,0.0,,,,
473,branch_reorganization,branch_transition,10,0.611111111111111,0.5555555555555556,0.611111111111111,0.0,1.0,,,,
473,branch_reorganization,branch_transition,1,0.1111111111111111,,,,,0.0,1.0,,
473,branch_reorganization,branch_transition,8,0.5,,,,,1.0,0.0,,
473,branch_reorganization,branch_transition,10,0.611111111111111,,,,,0.0,1.0,,
476,branch_reorganization,branch_transition,28,1.6111111111111112,1.5555555555555556,1.6111111111111112,0.0,1.0,,,,
476,branch_reorganization,branch_transition,37,2.111111111111111,2.0555555555555554,2.111111111111111,1.0,0.0,,,,
476,branch_reorganization,branch_transition,28,1.6111111111111112,,,,,0.0,1.0,,
476,branch_reorganization,branch_transition,37,2.111111111111111,,,,,1.0,0.0,,
488,branch_reorganization,branch_transition,15,0.8888888888888888,0.8333333333333333,0.8888888888888888,0.0,1.0,,,,
488,branch_reorganization,branch_transition,15,0.8888888888888888,,,,,0.0,1.0,,
491,branch_reorganization,branch_transition,4,0.2777777777777778,0.2222222222222222,0.2777777777777778,0.0,1.0,,,,
491,branch_reorganization,branch_transition,4,0.2777777777777778,,,,,0.0,1.0,,
